LOC	 PID 	 TYPE 	 AREA 	 PERIM 	 GYRATE 	 SHAPE 	 FRAC 	 CORE 	 NCORE 	 CAI
hwasun_toyang	3	 cls_1 	29.62	13120	483.3398	6.0183	1.2851	20.41	4	68.9061
hwasun_toyang	4	 cls_1 	2.1	1800	118.0489	3.1034	1.2277	0.71	6	33.8095
hwasun_toyang	5	 cls_1 	0.47	400	30.847	1.4286	1.0893	0.21	1	44.6809
hwasun_toyang	6	 cls_1 	232.56	74680	1051.6098	12.2426	1.3417	179.87	36	77.3435
hwasun_toyang	7	 cls_1 	17.66	10300	355.4449	6.0588	1.3001	10.38	11	58.7769
hwasun_toyang	8	 cls_1 	2.07	1940	122.2882	3.3448	1.2446	0.78	6	37.6812
hwasun_toyang	9	 cls_1 	0.27	240	21.2929	1.0909	1.0364	0.09	1	33.3333
hwasun_toyang	10	 cls_1 	1.75	1220	77.2096	2.2593	1.171	0.89	2	50.8571
hwasun_toyang	11	 cls_1 	0.25	340	29.5726	1.7	1.1356	0.04	3	16
hwasun_toyang	12	 cls_1 	25.45	6060	266.2567	3	1.1767	21.22	1	83.3792
hwasun_toyang	13	 cls_1 	10.64	2940	191.4248	2.2273	1.1404	8.5	1	79.8872
hwasun_toyang	14	 cls_1 	0.15	180	14.8487	1.125	1.041	0.04	1	26.6667
hwasun_toyang	15	 cls_1 	3.44	1500	102.6956	1.9737	1.1348	2.46	1	71.5116
hwasun_toyang	16	 cls_1 	0.74	620	47.938	1.7222	1.1322	0.32	1	43.2432
hwasun_toyang	17	 cls_1 	1.8	1240	88.5786	2.2963	1.171	0.96	2	53.3333
hwasun_toyang	18	 cls_1 	0.25	280	21.3083	1.4	1.086	0.08	1	32
hwasun_toyang	19	 cls_1 	0.08	160	12.4195	1.3333	1.1037	0	0	0
hwasun_toyang	20	 cls_1 	1.14	840	64.6929	1.9091	1.1448	0.62	2	54.386
hwasun_toyang	21	 cls_1 	1.19	900	62.559	2.0455	1.1543	0.61	1	51.2605
hwasun_toyang	22	 cls_1 	63.18	15200	499.6332	4.7799	1.2343	52.28	5	82.7477
hwasun_toyang	23	 cls_1 	0.12	180	13.9801	1.2857	1.0738	0.02	1	16.6667
