LOC	 PID 	 TYPE 	 AREA 	 PERIM 	 GYRATE 	 SHAPE 	 FRAC 	 CORE 	 NCORE 	 CAI
naju_nongeup	166	 cls_1 	3.19	1480	106.7381	2.0556	1.1405	2.18	1	68.3386
naju_nongeup	167	 cls_1 	0.72	480	43.1971	1.4118	1.078	0.38	1	52.7778
naju_nongeup	168	 cls_1 	34.74	6100	285.242	2.5847	1.149	30.52	1	87.8526
naju_nongeup	169	 cls_1 	27.03	4680	268.8212	2.25	1.1297	23.68	2	87.6064
naju_nongeup	174	 cls_1 	240.25	49500	1208.5846	7.9839	1.2828	205	4	85.3278
naju_nongeup	176	 cls_1 	1.42	600	46.2494	1.25	1.0481	1.03	1	72.5352
naju_nongeup	177	 cls_1 	31.01	6620	268.0971	2.9554	1.1723	26.42	3	85.1983
naju_nongeup	178	 cls_1 	0.94	660	51.1478	1.65	1.1162	0.51	1	54.2553
naju_nongeup	184	 cls_1 	0.52	380	30.8244	1.2667	1.0644	0.29	1	55.7692
naju_nongeup	186	 cls_1 	0.57	500	37.4967	1.5625	1.1166	0.23	2	40.3509
naju_nongeup	189	 cls_1 	37.96	6520	388.5767	2.629	1.1515	33.31	1	87.7503
naju_nongeup	190	 cls_1 	0.66	380	31.66	1.1176	1.0356	0.4	1	60.6061
naju_nongeup	193	 cls_1 	17.75	4040	312.5472	2.3765	1.1447	14.8	1	83.3803
naju_nongeup	195	 cls_1 	0.57	560	51.4081	1.75	1.1428	0.17	3	29.8246
naju_nongeup	196	 cls_1 	4.41	2040	140.2808	2.4286	1.1659	3.01	4	68.254
naju_nongeup	197	 cls_1 	3.41	2100	134.0713	2.8378	1.2002	1.89	3	55.4252
naju_nongeup	198	 cls_1 	19.09	5800	295.0917	3.2955	1.1973	14.85	1	77.7894
naju_nongeup	202	 cls_1 	17.95	5540	317.2034	3.2588	1.1958	13.98	3	77.883
naju_nongeup	203	 cls_1 	0.84	680	52.8356	1.7895	1.1367	0.43	1	51.1905
naju_nongeup	204	 cls_1 	0.32	340	24.5792	1.4167	1.1009	0.12	1	37.5
naju_nongeup	206	 cls_1 	1.14	800	63.6533	1.8182	1.1344	0.56	1	49.1228
naju_nongeup	208	 cls_1 	79.03	12580	495.4665	3.5337	1.1861	70.44	1	89.1307
naju_nongeup	210	 cls_1 	0.01	40	5	1	1	0	0	0
naju_nongeup	211	 cls_1 	0.02	60	5	1	1.0222	0	0	0
naju_nongeup	212	 cls_1 	4.03	1920	117.6496	2.3415	1.1644	2.63	2	65.2605
naju_nongeup	213	 cls_1 	12.57	3540	240.5242	2.493	1.1558	10.26	1	81.6229
naju_nongeup	215	 cls_1 	0.91	680	55.77	1.7	1.1268	0.5	1	54.9451
naju_nongeup	217	 cls_1 	1.35	660	47.9779	1.375	1.0738	0.94	1	69.6296
naju_nongeup	219	 cls_1 	0.62	540	40.1592	1.6875	1.1235	0.3	1	48.3871
naju_nongeup	220	 cls_1 	8.56	2620	142.9408	2.2203	1.1419	6.79	3	79.3224
naju_nongeup	222	 cls_1 	0.01	40	5	1	1	0	0	0
naju_nongeup	223	 cls_1 	1.64	1340	77.6563	2.5769	1.1982	0.69	3	42.0732
naju_nongeup	229	 cls_1 	0.55	340	28.7292	1.1333	1.0317	0.31	1	56.3636
naju_nongeup	230	 cls_1 	0.41	340	27.064	1.3077	1.0681	0.18	1	43.9024
naju_nongeup	231	 cls_1 	0.51	400	31.5939	1.3333	1.0789	0.25	1	49.0196
